material_id,material_name,band_gap,formation_energy_per_atom,energy_above_hull,efermi,is_metal,density,volume,nsites,spacegroup_number,bulk_modulus
mp-1183072,PVDF,0.0,-0.40701238124999806,0.0,5.64212348,1,9.256491185955248,138.27421446742449,4,225,25.782918615307537
mp-1183073,PLA,0.0,-0.513242463749996,0.0,6.45720279,1,9.190531921704455,139.7014858262732,4,225,198.69307974753895
mp-1183070,PLA,0.0,-0.570140636250002,0.0,6.86884609,1,9.27724218323011,139.09238947924393,4,225,150.3618394580919
mp-1183077,PLA,0.0,0.024890391249996,0.06904487218749701,4.83785822,1,7.558103070241818,143.10254944697016,4,225,126.96863515856411
mp-1183066,PEO,0.0,-0.542450432499997,0.008908270597764001,5.93948829,1,10.020648392119732,118.71184100399978,4,225,71.32490195053902
mp-865535,PMMA,0.0,-0.37824771749999503,0.004478638281256,5.35114424,1,8.1531421580633,119.98769093173414,4,225,50.41001176660586
mp-866018,PLA,0.0,-0.457048125,0.0,5.6414825,1,8.337439913110764,117.91635131252818,4,225,152.09368697805763
mp-1183067,PMMA,0.0,-0.384465556874999,0.0,5.34587052,1,9.50263321664783,125.81633323680897,4,225,45.27712019924902
mp-1183106,PVDF,0.0,-0.385861482499997,0.0,5.90070163,1,8.061589177263507,130.63909453024385,4,225,10.159198346521116
mp-865398,PVDF,0.0,-0.41411323499999503,0.029086866796873,6.73338084,1,10.920979008880119,108.20300751859664,4,225,44.33337459131403
mp-866289,PLA,0.0,-0.344163451250004,0.11105360453124201,6.23920525,1,7.844824013563706,115.88991727879899,4,225,30.621197106017195
mp-1183061,PEO,0.0,-0.49182156749999706,0.104676664218757,6.17113627,1,8.190482989715774,129.37228854149618,4,225,72.9268185356999
mp-1183080,PEO,0.0,0.077761538124995,0.21334002874999602,5.69339792,1,8.698073655591466,150.60190524557544,4,139,42.453649793562825
mp-1183112,PLA,0.0,0.084600328124999,0.220178818749999,5.89603594,1,8.795745210236547,297.8591201059116,8,194,181.12235005298268
mp-1183064,PEO,0.0,-0.337090792708352,0.131701262916664,6.25473197,1,10.10750288448455,144.23916605863153,4,221,129.2059661324788
mp-1183119,PMMA,0.0,-0.250735133125,0.580771254583333,6.03741119,1,7.898587871097114,319.9333446819538,8,194,173.60614966727735
mp-1183090,PAN,0.0,-0.07830334427082801,0.068330164166667,5.5667485800000005,1,8.513907951860771,154.74561961669158,4,139,168.92187831952762
mp-1183100,PMMA,0.0,-0.081378241770828,0.065255266666667,5.58272393,1,8.465940021118719,311.2448134722492,8,194,30.40698867899226
mp-1183105,PLA,0.0,0.127471966874999,0.127471966874999,6.91755083,1,8.600356501228827,158.53938101467168,4,221,180.9312464100971
mp-1183307,PVDF,0.0,0.17250888187500302,0.17250888187500302,7.50504307,1,9.27794537808979,146.9608992773626,4,139,45.880625318545924
mp-1183673,PVDF,0.0,0.130006046875003,0.130006046875003,6.24069047,1,8.045300738401082,338.95443826039144,8,194,156.2913416168679
mp-1183056,PMMA,0.0,-0.22682963583334,0.702535130000001,5.55346015,1,7.307826775366824,162.79781013597596,4,221,129.6117051311275
mp-1183113,PMMA,0.0,-0.22815831833334202,0.701206447499998,6.09616844,1,7.66006951102616,310.62334203894056,8,194,41.04890502429987
mp-1183075,PLA,0.0,0.450682595624996,0.450682595624996,5.90903152,1,8.090113400875609,150.45137186627116,4,221,96.40992660211718
mp-1183081,PVDF,0.0,0.06687583312499601,0.06687583312499601,5.58469349,1,8.42104366462826,166.32911055436634,4,139,186.33301223659214
mp-1183103,PMMA,0.0,0.068457499374993,0.068457499374993,5.51149989,1,8.37612839422867,334.4420325844545,8,194,78.46051228040932
mp-1183091,PLA,0.0,0.07069343312500101,0.07069343312500101,5.5091521100000005,1,8.452892521981868,166.63730248930176,4,139,144.01679388718475
mp-985294,PMMA,0.0,0.071818423125002,0.071818423125002,5.5325994,1,8.506502535172002,331.17422871997485,8,194,147.53704766379772
mp-1183271,PMMA,0.0,0.015198531874999002,0.015198531874999002,5.65780892,1,7.426651227319795,372.4880085881115,8,194,167.17713352953362
mp-985291,PVDF,0.0,-0.09135691416666701,0.067722800416667,5.94825271,1,9.631634945915158,303.98050672482145,8,194,133.91789516134435
mp-1183111,PVDF,0.0,0.070545855624999,0.070545855624999,5.43503746,1,8.355102594529876,336.2496936665033,8,194,37.81475052424746
mp-1183096,PAN,0.0,-0.23379942312499902,0.366534977916667,6.51596364,1,7.958048350154888,168.57863580203767,4,139,63.13333098027601
mp-1183107,PEO,0.0,-0.20040900187500002,0.39992539916666703,6.78480915,1,8.165467581750958,328.5928015963273,8,194,168.62829193300675
mp-985305,PEO,0.0,-0.25022404062499903,0.0,6.5213184,1,8.547052742837637,309.22633068126885,8,194,16.021880996130257
mp-1183095,PLA,0.0,0.032081053125004005,0.032081053125004005,6.57813226,1,7.728659383101937,176.16057279362144,4,139,198.33810041111755
mp-985540,PMMA,0.0,0.024142175625001,0.024142175625001,6.43012379,1,7.51037614881384,362.5610853243514,8,194,95.8361788493308
mp-1183087,PVDF,0.0,0.074352725625004,0.074352725625004,5.5393713,1,8.679980294323821,163.75228917856984,4,139,11.2685278688193
mp-1183123,PLA,0.0,0.07531392812500501,0.07531392812500501,5.40642902,1,8.51176277571563,333.977034058236,8,194,133.7026221748779
mp-1183097,PLA,0.0,0.6916704356249991,0.6916704356249991,6.86780673,1,9.377220856369709,137.582258343403,4,139,131.7422818080769
mp-1183104,PMMA,0.0,0.556803858125,0.556803858125,6.3854428,1,9.016807444368908,142.5229257483528,4,139,94.77005429852622
mp-985554,PMMA,0.0,0.018526088750000003,0.018526088750000003,5.50494719,1,7.815555595730561,350.671571231021,8,194,138.3436271315102
mp-1183280,PAN,0.0,0.46171710593749504,0.46171710593749504,7.03524762,1,9.414685112108275,323.8291764380507,8,194,185.6359877042062
mp-1183126,PEO,0.0,0.415650869374999,0.415650869374999,7.24871906,1,9.648125796784818,313.94101627190605,8,194,120.37998350805972
mp-1183109,PLA,0.0,0.036769143749999005,0.036769143749999005,5.46708955,1,7.918351771582973,346.43706381773933,8,194,25.384017264250744
mp-985302,PEO,0.0,0.017800280208334,0.017800280208334,5.4714197,1,7.725182243542989,353.3404698907035,8,194,82.51663317662289
mp-985561,PVDF,0.0,0.119352678124997,0.119352678124997,5.72201279,1,7.579566615941284,318.0863005992664,8,194,68.52166711446081
mp-1183122,PVDF,0.0,-0.274677942187501,0.081147285,7.03136825,1,8.528232203376154,276.1332351723397,8,194,43.38960261647292
mp-985547,PMMA,0.0,0.039172998124996,0.039172998124996,5.49197262,1,8.011382091335042,344.63610464958464,8,194,39.02619812133146
mp-861939,PVDF,0.0,-0.381719823125003,0.115386579999999,6.8008984,1,8.833790548115585,150.3261470506523,4,221,129.34258133946662
mp-1183099,PMMA,0.0,0.065176126875002,0.065176126875002,5.49458355,1,8.286315100881167,336.63427946503333,8,194,81.29034002945654
mp-985303,PEO,0.0,0.129702878125002,0.129702878125002,6.36284147,1,9.150766538413295,331.3679485883958,8,194,155.73989503444403
mp-1183108,PEO,0.0,0.39966871479167304,0.39966871479167304,6.28638329,1,8.254063492955588,146.63227740960318,4,139,118.2862087503078
mp-985506,PAN,0.0,-0.16381396812499802,0.0,6.53301628,1,9.509015509482957,309.2251888955367,8,194,106.18231052431899
mp-1183084,PMMA,0.0,0.07230794895833201,0.07230794895833201,5.60055045,1,8.621865772366718,163.69414660434805,4,139,10.031961221974491
mp-1183098,PAN,0.0,0.073466870208335,0.073466870208335,5.47198069,1,8.487668620293496,332.5645764186314,8,194,34.094629347065066
mp-1183094,PMMA,0.0,0.49425355062500304,0.49425355062500304,6.06154598,1,8.3089785939614,146.27760096759854,4,139,113.09594496232427
mp-1183083,PAN,0.0,0.058625999375003006,0.058625999375003006,5.53581188,1,7.532052286652469,169.73577623650237,4,139,192.68933899667442
mp-1183102,PEO,0.0,0.047490509375002,0.047490509375002,5.43503963,1,7.470095319326484,342.2871293814086,8,194,131.3843621626463
mp-1183059,PEO,0.0,0.052333960624999,0.052333960624999,5.08119558,1,8.591634155022035,165.06368391048264,4,221,99.68268742208888
